transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10520,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is unknown, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹9,894.18 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10521,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 75/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1023, your payment of ₹19,390.18 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10522,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1125, your payment of ₹1,166.65 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10523,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1206, your payment of ₹14,272.03 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10524,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1197, this is a reminder regarding your pending payment of ₹35,396.27. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10525,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹339.14 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10526,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is authentication failure, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹10,575.25 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10527,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1128, your payment of ₹3,278.88 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10528,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 50/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1043, your payment of ₹6,375.82 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10529,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1086, your payment of ₹37,983.86 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10530,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 75/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1070, your payment of ₹29,126.36 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
